Date,TextBlob,Vader
2017-10-27,0.003766233766233767,0.0355857142857143
2017-10-28,0.26666666666666666,0.33394999999999997
2017-10-29,0.39166666666666666,0.43932499999999997
2017-10-30,0.08408754208754209,0.08933333333333333
2017-10-31,0.09057291666666668,0.043865625000000005
2017-11-01,0.062197916666666665,0.13153499999999999
2017-11-02,0.07904647435897436,0.0961576923076923
2017-11-03,0.11386161109845323,0.13775263157894735
2017-11-04,0.3934151785714286,0.49753749999999997
2017-11-05,0.03939393939393939,0.0
2017-11-06,0.03914583333333334,0.05344749999999998
2017-11-07,0.03533730158730159,0.09452142857142858
2017-11-08,0.11453373015873015,0.08043214285714284
2017-11-09,0.07280439530439531,-0.010791891891891883
2017-11-10,0.09241774891774894,0.04664571428571428
2017-11-11,0.1374431818181818,0.27146
2017-11-12,0.06666666666666667,0.1421
2017-11-13,0.14121350871350868,0.12604615384615384
2017-11-14,0.0924420677361854,0.05442058823529411
2017-11-15,0.13134503638535897,0.15203225806451612
2017-11-16,0.05747200263504611,0.09136521739130436
2017-11-17,0.07167602362914863,0.195984375
2017-11-18,0.015625,0.0
2017-11-19,0.075,0.26026
2017-11-20,0.05259035669191921,0.05491250000000002
2017-11-21,0.15682184568903323,0.018615625000000004
2017-11-22,0.0918272206188873,0.08526666666666669
2017-11-23,0.1327651515151515,0.272025
2017-11-24,0.052890247007894076,0.26826470588235296
2017-11-25,0.225,0.3163
2017-11-26,0.1,0.1806
2017-11-27,0.15080399584076054,0.2516911764705882
2017-11-28,0.12973120561355855,0.23138823529411767
2017-11-29,-0.025826277480689244,0.019241176470588234
2017-11-30,0.1266013071895425,0.18621470588235298
2017-12-01,0.12223316912972083,0.20370689655172416
2017-12-02,0.3853254769921437,0.4538111111111111
2017-12-03,0.24992539026629934,0.2808636363636363
2017-12-04,0.11063506688506687,0.11545675675675678
2017-12-05,0.1270518965161822,0.2112028571428572
2017-12-06,0.11793494152046782,0.26682105263157896
2017-12-07,0.11236722059302703,0.21740645161290326
2017-12-08,0.14754806125773867,0.2466032258064516
2017-12-09,0.3916666666666667,0.8813
2017-12-10,0.27666666666666667,0.39298
2017-12-11,0.2068222548061258,0.27082903225806454
2017-12-12,0.07220185728250243,0.14714193548387097
2017-12-13,0.04475548164572555,0.0482780487804878
2017-12-14,0.0769110019110019,0.1845783783783784
2017-12-15,0.10968230694037145,0.26129032258064516
2017-12-16,0.12723387723387722,0.44616923076923076
2017-12-17,0.16684704184704185,0.5314
2017-12-18,0.1341096146651702,0.42100740740740744
2017-12-19,0.15585161964472308,0.11279310344827585
2017-12-20,0.21233201581027672,0.3170521739130435
2017-12-21,0.055957086391869006,0.21610434782608698
2017-12-22,0.12946179778076333,0.17613103448275866
2017-12-23,0.3645238095238096,0.5407
2017-12-24,0.27420634920634923,0.5953333333333334
2017-12-25,0.6667857142857143,0.77816
2017-12-26,0.09512516469038208,0.13761739130434783
2017-12-27,0.10583712121212122,0.032084999999999995
2017-12-28,0.14074074074074075,0.19130476190476192
2017-12-29,0.10681814035262312,0.2008689655172414
2017-12-30,0.2082792207792208,0.41142
2017-12-31,0.345698051948052,0.7149
2018-01-01,0.22604359925788495,0.2647857142857143
2018-01-02,0.13471127087198517,0.17360000000000003
2018-01-03,0.09516635745207173,0.22729142857142862
2018-01-04,0.07117840971289248,0.1548103448275862
2018-01-05,0.09063852813852816,0.26422142857142855
2018-01-06,0.22017045454545453,0.339025
2018-01-07,0.0909090909090909,0.42406666666666665
2018-01-08,0.11354918229918229,0.0722074074074074
2018-01-09,0.1790052700922266,0.32873478260869576
2018-01-10,0.03498243302591128,-0.05707391304347828
2018-01-11,0.09733287545787547,0.05244615384615385
2018-01-12,0.08696428571428572,0.19775
2018-01-14,0.21458333333333332,0.32072500000000004
2018-01-15,0.12714285714285714,0.22115999999999997
2018-01-16,0.08534090909090908,0.12154482758620692
2018-01-17,0.05951388888888889,0.2527125
2018-01-18,0.08378377024210355,0.15457500000000002
2018-01-19,0.06991169709919706,0.11605128205128214
2018-01-20,0.125,0.7562500000000001
2018-01-21,0.08358585858585858,0.4805
2018-01-22,0.11202518886342416,0.1902205882352941
2018-01-23,0.11214217464217464,0.24058378378378378
2018-01-24,0.08028093434343435,0.18923250000000003
2018-01-25,0.1147959861775651,0.162621052631579
2018-01-26,0.08839848060436296,0.14159117647058825
2018-01-27,0.1625,0.24275
2018-01-28,0.13632154882154882,0.16473333333333334
2018-01-29,0.09806898875977822,0.16656315789473686
2018-01-30,0.049411503199381986,0.11530303030303032
2018-01-31,0.08594680571953299,0.12460909090909088
2018-02-01,0.04461251402918071,0.17636666666666664
2018-02-02,0.1831024531024531,0.21168857142857142
2018-02-03,0.26785714285714285,0.5749857142857143
2018-02-04,0.14705387205387208,0.2803222222222222
2018-02-05,0.17153559403559404,0.09673636363636363
2018-02-06,0.09917534722222222,0.18869375000000005
2018-02-07,0.0902122577122577,0.10869189189189188
2018-02-08,0.017128573378573375,0.10525945945945946
2018-02-09,0.1276697964197964,0.15950540540540542
2018-02-10,0.04285714285714286,0.13018749999999998
2018-02-11,0.0911916786916787,0.35385
2018-02-12,0.14339965589965592,0.2776410256410256
2018-02-13,0.10355803708076437,0.2569636363636364
2018-02-14,0.02959806397306397,0.06696111111111112
2018-02-15,0.1175596877869605,0.11053030303030302
2018-02-16,0.11934027044545338,0.15100243902439026
2018-02-17,0.16354166666666664,0.334975
2018-02-18,0.2518097643097643,0.3548
2018-02-19,0.4583333333333333,0.4208
2018-02-20,0.08352925809822362,0.15475172413793103
