Date,TextBlob,Vader
2018-02-20,0.08322538715579954,-0.0812381443298969
2018-02-21,0.08697279550767924,0.05457116279069769
2018-02-22,0.03298426441283584,0.026483163265306135
2018-02-23,0.051481762663354705,-0.07336567164179104
2018-02-24,0.05785862285862285,0.03639711538461539
2018-02-25,0.13135232192050372,0.06695194805194804
2018-02-26,0.08628420082521646,0.014716406250000012
2018-02-27,0.08547042885172385,0.013934532374100717
2018-02-28,0.08745754341443995,-0.0006641379310344868
2018-03-01,0.0792291726791727,-0.012150000000000001
2018-03-02,0.07141202521174113,-0.025542045454545446
2018-03-03,0.06253104457271123,-0.038566666666666666
2018-03-04,0.05054141963109355,0.0221663043478261
2018-03-05,0.221231483106483,0.22172972972972965
2018-03-06,0.005524995174676699,-0.042812738853503174
2018-03-07,0.07610510243472027,-0.008073248407643315
2018-03-08,0.07297133254560792,0.0035920289855072554
2018-03-09,0.03362972227130391,-0.052017687074829934
2018-03-10,0.10625615915250063,-0.08493658536585363
2018-03-11,0.09666041366041367,0.021471999999999998
2018-03-12,0.05326297258297258,-0.027292
2018-03-13,0.057111093201518755,-0.037999290780141845
2018-03-14,0.10459579561852292,-0.055320454545454534
