Date,TextBlob,Vader
2018-02-22,0.05956558061821221,0.2137736842105263
2018-02-23,0.05698396133345114,0.04396479591836734
2018-02-24,0.03276414754009093,0.043847169811320766
2018-02-25,0.06623295555879825,0.14145842696629213
2018-02-26,0.042775765054728465,0.03697012195121952
2018-02-27,0.045490243564482134,0.03158477157360407
2018-02-28,0.0622381787451232,-0.025099444444444455
2018-03-01,0.05076032480893593,-0.03102277777777778
2018-03-02,0.017836978088336796,-0.026872826086956535
2018-03-03,0.05528860028860029,-0.005758333333333334
2018-03-04,0.05488158730158731,0.0150136
2018-03-05,0.05810824173856091,-0.011629255319148935
2018-03-06,0.059591218180417196,0.02748252427184467
2018-03-07,0.0448686755362148,0.017887958115183244
2018-03-08,0.042588364950930414,0.0253413612565445
2018-03-09,0.067070715509312,0.04928771929824562
2018-03-10,0.08984536927718748,0.07127024793388431
2018-03-11,0.045746799496799495,0.011669230769230779
2018-03-12,0.10509184507283917,0.07866257309941518
2018-03-13,0.10674305755972419,0.08710888888888887
2018-03-14,0.0703450491307634,0.05162380952380953
